City,Colors Reported,Shape Reported,State,Time
Franklin,RED,CIRCLE,OH,10/27/2012 21:05
Toledo,,SPHERE,OH,10/27/2012 21:15
Springfield,RED,CIRCLE,OH,10/27/2012 21:30
New York City,ORANGE,FIREBALL,NY,10/27/2012 21:35
Nashville,,OTHER,TN,10/27/2012 22:00
Englewood,,CIRCLE,OH,10/27/2012 22:05
Springfield,,FLASH,MA,10/27/2012 23:00
Arlington,,TRIANGLE,TX,10/27/2012 23:15
Carmel,,OVAL,CA,10/28/2012 9:40
Beverly Hills,,LIGHT,CA,10/28/2012 10:00
Lone Pine,,OTHER,CA,10/28/2012 13:33
Bourbonnais,BLUE,CIRCLE,IL,10/28/2012 16:00
Houston,,FIREBALL,TX,10/28/2012 16:40
Las Cruces,,FIREBALL,NM,10/28/2012 18:45
Chandler,,FIREBALL,AZ,10/28/2012 19:30
Lee's Summit,,VARIOUS,MO,10/28/2012 21:15
Marietta,,,GA,10/28/2012 23:07
College Station,,TRIANGLE,TX,10/29/2012 1:40
St. Charles,GREEN,LIGHT,MO,10/29/2012 6:10
Burbank,,TRIANGLE,CA,10/29/2012 7:35
Woonsocket,,,RI,10/29/2012 10:30
Las Vegas,,LIGHT,NV,10/29/2012 10:55
Silver Lake,,OTHER,OR,10/29/2012 11:30
Weston,,FORMATION,CT,10/29/2012 16:58
Highridge,,DISK,MO,10/29/2012 19:00
Venice,,TRIANGLE,CA,10/29/2012 19:41
Omaha,,RECTANGLE,NE,10/29/2012 19:45
Exeter,,FORMATION,CA,10/29/2012 20:00
Roseville,,OTHER,CA,10/29/2012 20:00
Lee's Summit,,CIRCLE,MO,10/29/2012 20:25
Yuma,RED,RECTANGLE,AZ,10/29/2012 21:00
Flint,,LIGHT,MI,10/29/2012 22:00
Woonsocket,,,RI,10/29/2012 22:00
Goose Creek,,FIREBALL,SC,10/29/2012 23:00
Omaha,,OTHER,NE,10/29/2012 23:00
Chattanooga,BLUE,TEARDROP,TN,10/29/2012 23:15
Burlington,,CIRCLE,IA,10/30/2012 0:00
Nashville,GREEN,CIRCLE,TN,10/30/2012 6:10
Nashville,,FIREBALL,TN,10/30/2012 6:15
Brunswick,GREEN,LIGHT,OH,10/30/2012 12:00
Cullman,,CIRCLE,AL,10/30/2012 15:00
Nashville,,,TN,10/30/2012 17:00
Franklin,,CIRCLE,TN,10/30/2012 17:45
Shrub Oak,,EGG,NY,10/30/2012 18:30
La Mesa,,LIGHT,CA,10/30/2012 19:00
Sims,,,AR,10/30/2012 20:15
Marana,,VARIOUS,AZ,10/30/2012 20:30
Huber Heights,,LIGHT,OH,10/30/2012 22:00
Atwood,,LIGHT,KS,10/30/2012 22:45
Myrtle Beach,,LIGHT,SC,10/30/2012 23:00
Midlothian,ORANGE,TRIANGLE,TX,10/30/2012 23:30
Campbellsville,,OVAL,KY,10/31/2012 2:15
La Pine,,CYLINDER,OR,10/31/2012 10:00
Lakebay,RED,CIGAR,WA,10/31/2012 19:10
Tomball,,LIGHT,TX,10/31/2012 19:11
Annapolis,BLUE,TRIANGLE,MD,10/31/2012 19:20
The Woodlands,,LIGHT,TX,10/31/2012 19:30
Commerce City,ORANGE,FIREBALL,CO,10/31/2012 19:42
Little Rock,,TRIANGLE,AR,10/31/2012 19:50
Carpentersville,ORANGE,CIRCLE,IL,10/31/2012 20:00
Pinehurst,,LIGHT,TX,10/31/2012 20:15
Anchorage,,LIGHT,AK,10/31/2012 20:36
Las Vegas,,FORMATION,NV,10/31/2012 20:40
Greensboro,GREEN,EGG,NC,10/31/2012 22:00
Statesville,,CIRCLE,NC,10/31/2012 22:13
Winchester,GREEN,OVAL,VA,10/31/2012 22:15
Sacramento,,SPHERE,CA,10/31/2012 22:25
Piperton,,TRIANGLE,TN,10/31/2012 23:00
Merced,,LIGHT,CA,11/1/2012 0:00
Lewes,,TRIANGLE,DE,11/1/2012 5:56
Loretto,ORANGE,DISK,NE,11/1/2012 9:40
Rifle,,CONE,CO,11/1/2012 16:00
Franklin,,,NC,11/1/2012 16:30
Coventry,,LIGHT,RI,11/1/2012 19:00
Parsons,,LIGHT,KS,11/1/2012 19:07
Oklahoma City,,CIRCLE,OK,11/1/2012 19:15
Waterville,ORANGE,LIGHT,ME,11/1/2012 19:20
Waterville,ORANGE,LIGHT,ME,11/1/2012 19:35
Joliet,ORANGE,FORMATION,IL,11/1/2012 20:00
Waterville,ORANGE,CIRCLE,ME,11/1/2012 20:00
Omaha,,RECTANGLE,NE,11/1/2012 20:15
Apple Valley,,CIRCLE,MN,11/1/2012 20:20
Seattle,,LIGHT,WA,11/1/2012 20:45
Tacoma,RED ORANGE,TRIANGLE,WA,11/1/2012 20:50
Oneonta,,TRIANGLE,AL,11/1/2012 21:00
St. Simons Island,ORANGE,FIREBALL,GA,11/1/2012 23:30
Phoenix,,TRIANGLE,AZ,11/2/2012 0:00
Anthem,,LIGHT,AZ,11/2/2012 1:00
Miami,,,FL,11/2/2012 7:00
Miami,,,FL,11/2/2012 7:00
Hollywest,,FIREBALL,FL,11/2/2012 8:00
Phoenix,,FORMATION,AZ,11/2/2012 18:30
Coral Springs,,LIGHT,FL,11/2/2012 19:00
Estherville,,TRIANGLE,IA,11/2/2012 21:00
Plymouth,,FIREBALL,WI,11/2/2012 21:15
Logan,,CIRCLE,UT,11/2/2012 21:18
Liberty,,LIGHT,ME,11/2/2012 21:30
Burnsville,,CIRCLE,NC,11/2/2012 22:00
Centerville,,,ID,11/2/2012 22:00
Homer,,FLASH,AK,11/2/2012 22:00
Litchfield Beach,ORANGE,FIREBALL,SC,11/2/2012 22:00
Soldotna,,FLASH,AK,11/2/2012 22:30
Loveland,,CIRCLE,OH,11/2/2012 23:00
North Liberty,RED,LIGHT,IA,11/2/2012 23:00
Lewiston,,LIGHT,ME,11/2/2012 23:15
Marina Del Rey,,FIREBALL,CA,11/2/2012 23:58
Albuquerque,,DISK,NM,11/3/2012 0:00
Albuquerque,,SPHERE,NM,11/3/2012 0:00
Tunica,,OVAL,MS,11/3/2012 0:00
Silver Run,RED,SPHERE,MD,11/3/2012 0:45
Silver Springs,,,FL,11/3/2012 2:00
Danbury,,FIREBALL,CT,11/3/2012 3:30
Knoxville,,CIRCLE,TN,11/3/2012 3:35
Burbank,RED,LIGHT,CA,11/3/2012 5:00
Omaha,RED,LIGHT,NE,11/3/2012 8:03
Corpus Christi,,CIGAR,TX,11/3/2012 8:30
Denton,,DISK,TX,11/3/2012 15:00
Buena Park,,FIREBALL,CA,11/3/2012 17:30
Hood River,,OTHER,OR,11/3/2012 18:29
East Wenatchee,,CONE,WA,11/3/2012 18:30
Goldendale,,FIREBALL,WA,11/3/2012 18:45
Lake Odessa,,VARIOUS,MI,11/3/2012 19:00
Neosho,,RECTANGLE,MO,11/3/2012 19:00
Longwood,,SPHERE,FL,11/3/2012 19:45
Strasburg,RED BLUE,FLASH,VA,11/3/2012 19:45
Eureka,ORANGE,RECTANGLE,CA,11/3/2012 19:50
Studio City,GREEN,DISK,CA,11/3/2012 19:50
Cedar Rapids,,OVAL,IA,11/3/2012 20:00
Elk Grove,,SPHERE,CA,11/3/2012 20:00
Kenosha,,LIGHT,WI,11/3/2012 20:00
Mount Pleasant,ORANGE,CIRCLE,SC,11/3/2012 20:00
Omaha,RED,OTHER,NE,11/3/2012 20:03
Bertram,ORANGE,LIGHT,TX,11/3/2012 20:15
Middletown,,,VA,11/3/2012 20:15
Fairmont,,SPHERE,WV,11/3/2012 20:28
Burbank,RED,LIGHT,CA,11/3/2012 21:00
Carrboro,,TRIANGLE,NC,11/3/2012 21:00
Comanche,,,TX,11/3/2012 21:00
Petoskey,ORANGE,FIREBALL,MI,11/3/2012 21:00
Los Cabos,ORANGE,TRIANGLE,CA,11/3/2012 21:30
Mount Vernon,,TRIANGLE,IA,11/3/2012 22:00
Greenville,,CIRCLE,SC,11/3/2012 22:05
Grand Rapids,,FORMATION,MI,11/3/2012 22:18
Florissant,,SPHERE,MO,11/3/2012 23:00
Loxahatchee,,OTHER,FL,11/3/2012 23:00
Yardley,,LIGHT,PA,11/3/2012 23:11
Clayton,,CIRCLE,OH,11/3/2012 23:30
Des Moines,RED,FIREBALL,IA,11/3/2012 23:45
Pawling,GREEN,VARIOUS,NY,11/3/2012 23:45
Yakima,,CHEVRON,WA,11/4/2012 0:00
Boulder,,FIREBALL,CO,11/4/2012 1:30
Upland,,CIRCLE,CA,11/4/2012 9:15
Albuquerque,,,NM,11/4/2012 12:00
Laguna Hills,,SPHERE,CA,11/4/2012 12:50
North Hollywood,,RECTANGLE,CA,11/4/2012 13:00
North Hollywood,,RECTANGLE,CA,11/4/2012 14:30
Lakewood,,LIGHT,CO,11/4/2012 18:00
Ranchos de Taos,BLUE,FIREBALL,NM,11/4/2012 18:34
Thomaston,,LIGHT,CT,11/4/2012 18:45
Myrtle Beach,ORANGE,FORMATION,SC,11/4/2012 19:00
Sanford,YELLOW,DISK,FL,11/4/2012 19:00
Anchorage,ORANGE,LIGHT,AK,11/4/2012 19:15
Boulder,,TRIANGLE,CO,11/4/2012 19:30
Clearwater,,LIGHT,FL,11/4/2012 19:30
Renton,,LIGHT,WA,11/4/2012 20:00
Burnsville,,CIRCLE,MN,11/4/2012 20:30
Peru,ORANGE,LIGHT,MA,11/4/2012 20:30
Willowick,,OTHER,OH,11/4/2012 20:30
Loveland,,SPHERE,OH,11/4/2012 20:35
Woodstock,,FIREBALL,GA,11/4/2012 20:45
Matawan,,LIGHT,NJ,11/4/2012 21:00
Spring Creek,,DISK,NV,11/5/2012 0:00
Weston,,FIREBALL,FL,11/5/2012 1:24
Orono,RED,CIRCLE,ME,11/5/2012 2:00
Kenilworth,,,NJ,11/5/2012 3:30
Germantown,,TRIANGLE,NY,11/5/2012 5:00
Salt Lake City,,TRIANGLE,UT,11/5/2012 6:45
Cranston,,SPHERE,RI,11/5/2012 9:40
Grand Island,,CIGAR,NY,11/5/2012 15:30
Boothwyn,,CIGAR,PA,11/5/2012 17:02
Glastonbury,,VARIOUS,CT,11/5/2012 17:10
Brewster,,FIREBALL,NY,11/5/2012 17:20
South Kingstown,BLUE,CIRCLE,RI,11/5/2012 17:23
Dayville,ORANGE GREEN,FIREBALL,CT,11/5/2012 17:30
Milford,,FIREBALL,CT,11/5/2012 18:20
Portland,ORANGE,FIREBALL,OR,11/5/2012 18:30
Pacifica,ORANGE,CIRCLE,CA,11/5/2012 19:00
Wethersfield,ORANGE YELLOW,FORMATION,CT,11/5/2012 19:00
Myrtle Beach,,FORMATION,SC,11/5/2012 19:08
Arcadia,,LIGHT,FL,11/5/2012 19:15
Moncks Corner,,FORMATION,SC,11/5/2012 19:36
South Orange,,TRIANGLE,NJ,11/5/2012 20:15
Diamond Springs,,,CA,11/5/2012 21:30
Del Mar,,TRIANGLE,CA,11/5/2012 21:52
Tacoma,ORANGE,LIGHT,WA,11/5/2012 22:20
Springdale,,LIGHT,AR,11/5/2012 22:40
Boise,,OTHER,ID,11/5/2012 23:00
Sardis Lake,,FORMATION,MS,11/5/2012 23:00
Kenduskeag,,FIREBALL,ME,11/6/2012 1:00
Cut Bank,,CHEVRON,MT,11/6/2012 6:30
Las Vegas,,DISK,NV,11/6/2012 14:00
Miami,,,OK,11/6/2012 16:15
Wentworth,RED,FORMATION,NH,11/6/2012 17:00
Sioux Falls,,LIGHT,SD,11/6/2012 17:45
Boulder,ORANGE,LIGHT,CO,11/6/2012 18:00
Pawleys Island,RED ORANGE,CIRCLE,SC,11/6/2012 18:26
Euclid,,LIGHT,OH,11/6/2012 18:30
Fairhaven,,LIGHT,MA,11/6/2012 18:44
Jefferson City,,CIRCLE,MO,11/6/2012 19:17
Arizona City,,VARIOUS,AZ,11/6/2012 19:30
Hamilton,,CIRCLE,OH,11/6/2012 19:30
Kamiah,RED GREEN,,ID,11/6/2012 19:30
Kansas City,GREEN,CHEVRON,MO,11/6/2012 19:50
Portland,,VARIOUS,OR,11/6/2012 20:00
Evansdale,,,IA,11/6/2012 20:35
Bozeman,,CIRCLE,MT,11/6/2012 21:00
Damascus,,RECTANGLE,AR,11/6/2012 21:00
DeWitt,,,IA,11/6/2012 21:00
Lebanon,ORANGE,,CT,11/6/2012 21:00
Monroeville,,FIREBALL,PA,11/6/2012 22:25
Twin Falls,,SPHERE,ID,11/6/2012 23:15
Fort Collins,,CIRCLE,CO,11/6/2012 23:30
Reading,,OTHER,PA,11/6/2012 23:40
Cutler Bay,,CIRCLE,FL,11/7/2012 0:30
Studio City,,LIGHT,CA,11/7/2012 3:15
Gulfport,,VARIOUS,MS,11/7/2012 11:30
Albuquerque,,LIGHT,NM,11/7/2012 14:00
Bay Lake,,LIGHT,FL,11/7/2012 17:30
Tonopah,,LIGHT,NV,11/7/2012 18:15
Boulder,,,CO,11/7/2012 19:00
Zeeland,,TRIANGLE,MI,11/7/2012 19:20
Casper,GREEN,SPHERE,WY,11/7/2012 19:30
Delray Beach,,OTHER,FL,11/7/2012 19:30
Lone Pine,,,CA,11/7/2012 19:30
Barberton,,FIREBALL,OH,11/7/2012 19:45
Wasilla - Susitna Delta,ORANGE,LIGHT,AK,11/7/2012 19:45
Orlando,GREEN,LIGHT,FL,11/7/2012 19:51
Tampa,,FIREBALL,FL,11/7/2012 20:00
North Bend,RED,LIGHT,WA,11/7/2012 20:15
Wilmington,RED ORANGE,LIGHT,NC,11/7/2012 20:35
Durand,,LIGHT,MI,11/7/2012 20:45
Cape Coral,RED,FIREBALL,FL,11/7/2012 21:00
Mount Pleasant,ORANGE,CIRCLE,SC,11/7/2012 21:00
Tucson,ORANGE,TRIANGLE,AZ,11/7/2012 21:30
North Platte,,FIREBALL,NE,11/7/2012 22:10
Richfield,,CIRCLE,MN,11/7/2012 22:30
Omaha,,FIREBALL,NE,11/7/2012 23:00
Bay City,ORANGE,TEARDROP,MI,11/7/2012 23:16
Boulder,,TRIANGLE,CO,11/7/2012 23:45
Pueblo,,FIREBALL,CO,11/8/2012 1:30
McKinleyville,,CIRCLE,CA,11/8/2012 1:59
Winston-Salem,,DISK,NC,11/8/2012 12:03
Ketchikan,RED,LIGHT,AK,11/8/2012 16:30
Hampton,,TRIANGLE,GA,11/8/2012 17:00
Selah,,TRIANGLE,WA,11/8/2012 17:30
Taylor,,LIGHT,TX,11/8/2012 17:45
Granger,,FIREBALL,TX,11/8/2012 17:50
Temple,ORANGE YELLOW,LIGHT,TX,11/8/2012 18:00
Jonah,,VARIOUS,TX,11/8/2012 18:04
Tarpon Springs,,OTHER,FL,11/8/2012 18:40
Bernardsville,,LIGHT,NJ,11/8/2012 19:00
Loris,ORANGE,OVAL,SC,11/8/2012 19:00
Divide,,SPHERE,CO,11/8/2012 19:15
Farmington,,FIREBALL,MO,11/8/2012 19:45
Clinton Township,ORANGE,TRIANGLE,MI,11/8/2012 19:50
Gulfport,GREEN,CIRCLE,MS,11/8/2012 20:00
Walterboro,,FIREBALL,SC,11/8/2012 20:00
Ypsilanti,,CYLINDER,MI,11/8/2012 20:17
Okeechobee,RED,FIREBALL,FL,11/8/2012 20:40
High Point,,TRIANGLE,NC,11/8/2012 21:00
Myrtle Beach,RED,SPHERE,SC,11/8/2012 21:20
Paton,,FORMATION,IA,11/8/2012 21:30
Whiteville,,FIREBALL,NC,11/8/2012 21:30
Texarkana,BLUE,LIGHT,TX,11/8/2012 21:40
Canastota,ORANGE GREEN,LIGHT,NY,11/8/2012 21:45
Eugene,,,OR,11/8/2012 22:10
Fort Collins,GREEN,FIREBALL,CO,11/8/2012 22:30
Roswell,,FLASH,NM,11/8/2012 22:30
Germantown,,TRIANGLE,WI,11/8/2012 22:35
Ansted,BLUE,LIGHT,WV,11/8/2012 22:45
Springfield,,OVAL,OH,11/8/2012 22:45
Victor,,FLASH,WV,11/8/2012 22:45
Anaheim,,SPHERE,CA,11/8/2012 23:00
Myrtle Beach,RED,FLASH,SC,11/8/2012 23:00
Pueblo,,,CO,11/8/2012 23:00
Scotts Bluff,,LIGHT,NE,11/8/2012 23:00
Tucumcari,BLUE,FLASH,NM,11/8/2012 23:00
Bogalusa,,DISK,LA,11/8/2012 23:21
Manheim,,LIGHT,PA,11/8/2012 23:35
Agra,,,OK,11/8/2012 23:57
Kutztown,,,PA,11/9/2012 1:00
Petersburg,GREEN,FLASH,TX,11/9/2012 1:00
Springfield,,,MO,11/9/2012 2:30
Oceanside,,CIRCLE,CA,11/9/2012 3:13
Grifton,,OVAL,NC,11/9/2012 6:20
Fredriksburg,,CYLINDER,VA,11/9/2012 15:00
Meadville,,CYLINDER,MS,11/9/2012 16:00
Lawrenceville,,OTHER,GA,11/9/2012 17:00
Bakersfield,,CIRCLE,CA,11/9/2012 19:00
Belpre,,CONE,OH,11/9/2012 19:00
Lake Havasu City,ORANGE,SPHERE,AZ,11/9/2012 19:00
Bakersfield,,,CA,11/9/2012 19:40
Land O'Lakes,ORANGE,CIRCLE,FL,11/9/2012 20:45
Coral Springs,,SPHERE,FL,11/9/2012 21:30
Winter Springs,ORANGE,SPHERE,FL,11/9/2012 21:30
Centreville,RED,OTHER,VA,11/9/2012 22:00
Greensboro,GREEN,SPHERE,NC,11/9/2012 22:00
Ketchikan,,LIGHT,AK,11/9/2012 22:00
Radford,BLUE,FLASH,VA,11/9/2012 22:00
Albuquerque,,,NM,11/9/2012 23:00
Albuquerque,,FLASH,NM,11/9/2012 23:00
Antioch,ORANGE,LIGHT,CA,11/9/2012 23:00
Lewiston,,LIGHT,ME,11/9/2012 23:15
Lisbon,RED,CIRCLE,OH,11/9/2012 23:30
Hoquiam,,FLASH,WA,11/10/2012 1:00
Crosby,,,TX,11/10/2012 4:38
Nampa,,VARIOUS,ID,11/10/2012 5:39
New Bedford,,,MA,11/10/2012 7:00
Dandridge,,TEARDROP,TN,11/10/2012 12:08
Summersville,,CYLINDER,WV,11/10/2012 14:15
Eldridge,RED ORANGE,CIRCLE,IA,11/10/2012 17:50
Eureka,,LIGHT,MT,11/10/2012 18:00
Lower Burrell,,,PA,11/10/2012 18:15
Payson,,FIREBALL,UT,11/10/2012 18:20
Vancouver,RED,RECTANGLE,WA,11/10/2012 18:25
Castle Rock,RED ORANGE,TRIANGLE,WA,11/10/2012 18:28
Derby,ORANGE,,NY,11/10/2012 18:30
Endicott,,CIRCLE,NY,11/10/2012 18:30
Orlando,,CIRCLE,FL,11/10/2012 18:30
Orlando,RED ORANGE,CIRCLE,FL,11/10/2012 18:30
Bayville,RED,FIREBALL,NJ,11/10/2012 19:00
Bellflower,ORANGE,SPHERE,CA,11/10/2012 19:00
Chattanooga,,OTHER,TN,11/10/2012 19:00
Tarentum,ORANGE,CIRCLE,PA,11/10/2012 19:20
Placentia,ORANGE,CIRCLE,CA,11/10/2012 19:30
Los Angeles,RED,CIRCLE,CA,11/10/2012 19:40
Clinton Township,,TRIANGLE,MI,11/10/2012 20:00
Lakeland,,,FL,11/10/2012 20:00
Vidalia,,TRIANGLE,GA,11/10/2012 20:00
Lakeland,ORANGE,CHEVRON,FL,11/10/2012 20:15
Montpelier,,TRIANGLE,VT,11/10/2012 20:25
Murrells Inlet,ORANGE,LIGHT,SC,11/10/2012 20:30
Cut Off,,VARIOUS,LA,11/10/2012 20:32
Dripping Springs,,FIREBALL,TX,11/10/2012 21:00
Kittanning,,TEARDROP,PA,11/10/2012 21:00
Redding,,,CA,11/10/2012 21:00
Ballentine,,EGG,SC,11/10/2012 21:10
San Anselmo,RED,VARIOUS,CA,11/10/2012 21:15
San Anselmo,,LIGHT,CA,11/10/2012 21:30
Cape Coral,RED,SPHERE,FL,11/10/2012 21:35
Lynnwood,,OTHER,WA,11/10/2012 22:00
Vestal,,TRIANGLE,NY,11/10/2012 22:00
Siloam Springs,,OTHER,AR,11/10/2012 22:35
Roseville,,TRIANGLE,CA,11/10/2012 23:20
Hamilton,,TRIANGLE,OH,11/10/2012 23:30
Creswell,,CIRCLE,OR,11/10/2012 23:45
no data,,,MO,11/11/2012 0:00
McCordsville,,SPHERE,IN,11/11/2012 0:31
New Braunfels,,OTHER,TX,11/11/2012 2:00
Troy,,SPHERE,OH,11/11/2012 2:30
Bremerton,,,WA,11/11/2012 4:40
Venice,,TRIANGLE,CA,11/11/2012 5:05
Jefferson,,FIREBALL,GA,11/11/2012 7:00
Omaha,,DISK,NE,11/11/2012 14:20
Leesburg,,CYLINDER,VA,11/11/2012 15:50
Sacramento,,FIREBALL,CA,11/11/2012 17:56
Santa Cruz,RED,FORMATION,CA,11/11/2012 18:15
Grand Junction,,TRIANGLE,CO,11/11/2012 18:45
Kalispell,,,MT,11/11/2012 20:10
Kalispell,,DIAMOND,MT,11/11/2012 20:30
Shawnee,,FORMATION,KS,11/11/2012 20:30
Fredericksburg,,TRIANGLE,VA,11/11/2012 21:00
Warm Springs,ORANGE,,NV,11/11/2012 21:00
Lisbon,,CIRCLE,OH,11/11/2012 21:52
Galloway,,CIRCLE,NJ,11/11/2012 22:00
Fairless Hills,,TRIANGLE,PA,11/11/2012 22:04
Mancos,,,CO,11/11/2012 22:30
Winter Haven,,,FL,11/11/2012 22:30
Westminster,,CHEVRON,CA,11/11/2012 22:50
Blue Springs,,CIGAR,MO,11/11/2012 23:30
Gastonia,ORANGE,SPHERE,NC,11/11/2012 23:30
Washington Township,,CROSS,MI,11/11/2012 23:50
Salem,,CYLINDER,OR,11/12/2012 0:00
Shawnee,,CIRCLE,KS,11/12/2012 1:00
Platte City,,TRIANGLE,MO,11/12/2012 4:58
Sebastopol,,CIRCLE,CA,11/12/2012 6:30
Los Angeles,,TEARDROP,CA,11/12/2012 12:01
Raymore,,TRIANGLE,MO,11/12/2012 12:15
Boston,,SPHERE,MA,11/12/2012 15:00
Norristown,,FIREBALL,PA,11/12/2012 17:00
Chantilly,,CIRCLE,VA,11/12/2012 18:30
Lynchburg,,CIRCLE,VA,11/12/2012 18:30
Clayton,,TRIANGLE,NC,11/12/2012 18:50
Cotulla,,LIGHT,TX,11/12/2012 18:55
Hattiesburg,,CIRCLE,MS,11/12/2012 19:00
Lancaster,,VARIOUS,PA,11/12/2012 19:26
La Puente,ORANGE,,CA,11/12/2012 19:59
Folsom,RED GREEN,CIRCLE,LA,11/12/2012 20:00
Fort Collins,,TRIANGLE,CO,11/12/2012 20:00
Garison,,DIAMOND,MN,11/12/2012 20:40
Smithville,,LIGHT,MO,11/12/2012 22:00
New York City,RED,SPHERE,NY,11/12/2012 22:20
Lisbon,,FIREBALL,OH,11/12/2012 22:30
Muncie,,TRIANGLE,IN,11/13/2012 0:25
Porter Ranch,RED,SPHERE,CA,11/13/2012 2:00
Lake Arrowhead,,CIRCLE,CA,11/13/2012 2:30
Birmingham,,EGG,AL,11/13/2012 5:37
Florence,,SPHERE,KY,11/13/2012 6:00
Orlando,,CIRCLE,FL,11/13/2012 6:00
Benbrook,,CIGAR,TX,11/13/2012 6:30
Concord,,FORMATION,NH,11/13/2012 15:50
Buffalo,,LIGHT,NY,11/13/2012 16:16
Winchester,,OVAL,VA,11/13/2012 16:45
Orlando,,FIREBALL,FL,11/13/2012 17:10
Longmont,ORANGE,,CO,11/13/2012 17:30
Danville,,,IL,11/13/2012 18:00
Lewistown,,FIREBALL,MT,11/13/2012 18:00
Lemon Grove,,OVAL,CA,11/13/2012 18:30
Novinger,,SPHERE,MO,11/13/2012 18:30
Southington,ORANGE,SPHERE,CT,11/13/2012 18:30
Sebastopol,,CIRCLE,CA,11/13/2012 19:00
Portsmouth,,RECTANGLE,NH,11/13/2012 19:15
Webster,,FIREBALL,MA,11/13/2012 19:36
Katy,,FIREBALL,TX,11/13/2012 19:55
Columbus,RED,FORMATION,OH,11/13/2012 20:30
Watertown,,LIGHT,MN,11/13/2012 20:30
Enfield,YELLOW,TRIANGLE,CT,11/13/2012 20:40
Kingsport,RED,TRIANGLE,TN,11/13/2012 21:20
West point,,TRIANGLE,GA,11/13/2012 21:30
Mussel Shoals,,CIRCLE,AL,11/13/2012 22:00
Clarksdale,,DIAMOND,MS,11/13/2012 23:00
Chesapeake,ORANGE,FORMATION,VA,11/14/2012 3:53
Lake Ronkonkoma,,SPHERE,NY,11/14/2012 5:00
Mission Viejo,RED,LIGHT,CA,11/14/2012 5:00
La Porte,,SPHERE,IN,11/14/2012 5:45
Chesapeake,ORANGE,FORMATION,VA,11/14/2012 15:53
Longview,,FIREBALL,WA,11/14/2012 16:50
Allenwood,,TRIANGLE,NJ,11/14/2012 17:30
Cape Coral,,SPHERE,FL,11/14/2012 17:30
Vancouver,,FIREBALL,WA,11/14/2012 17:30
Vancouver,RED ORANGE,FIREBALL,WA,11/14/2012 17:30
Vancouver,,FIREBALL,WA,11/14/2012 17:35
Otis,RED,FORMATION,OR,11/14/2012 18:00
Taunton,,TRIANGLE,MA,11/14/2012 18:01
Vancouver,,FIREBALL,WA,11/14/2012 18:30
Levittown,ORANGE,LIGHT,NY,11/14/2012 18:35
Cicero,,FIREBALL,IL,11/14/2012 18:36
Ridgefield,YELLOW,,WA,11/14/2012 18:45
Danville,ORANGE,LIGHT,OH,11/14/2012 19:00
Graniteville,,TRIANGLE,VT,11/14/2012 19:50
Bellingham,GREEN,CIRCLE,WA,11/14/2012 20:00
Orem,RED,LIGHT,UT,11/14/2012 20:00
Sacramento,,FIREBALL,CA,11/14/2012 20:00
Union City,ORANGE,LIGHT,CA,11/14/2012 20:08
Union City,RED,LIGHT,CA,11/14/2012 20:10
Hayden,ORANGE,CIRCLE,ID,11/14/2012 20:30
Anchorage,,DISK,AK,11/14/2012 21:00
Salt Lake City,RED,RECTANGLE,UT,11/14/2012 21:15
West Jordan,,FIREBALL,UT,11/14/2012 21:20
Tooele,,OTHER,UT,11/14/2012 21:45
England,,TRIANGLE,AR,11/14/2012 22:00
Knoxville,,CIRCLE,TN,11/14/2012 22:20
Berkeley,,DIAMOND,CA,11/14/2012 22:45
Tacoma,,FLASH,WA,11/14/2012 23:43
Toms River,,CIRCLE,NJ,11/15/2012 0:00
Wasilla,,OTHER,AK,11/15/2012 0:00
Mammoth Lakes,,LIGHT,CA,11/15/2012 2:00
Butte,,TRIANGLE,MT,11/15/2012 2:30
Brownsville,,OVAL,TX,11/15/2012 5:15
Cincinnati,GREEN,FIREBALL,OH,11/15/2012 6:41
Coral Springs,RED,LIGHT,FL,11/15/2012 7:45
Lakeside,,LIGHT,CA,11/15/2012 7:45
Vancouver,,TRIANGLE,WA,11/15/2012 17:30
St. Clair Shores,,FIREBALL,MI,11/15/2012 18:00
Douglassville,RED ORANGE,RECTANGLE,PA,11/15/2012 18:30
Blue Ash,RED,SPHERE,OH,11/15/2012 18:33
Fort Dodge,,OTHER,IA,11/15/2012 19:00
Lexington,,OTHER,NC,11/15/2012 19:08
Duluth,,DIAMOND,MN,11/15/2012 19:20
Ogden,ORANGE,LIGHT,UT,11/15/2012 19:45
Gaithersburg,,CIRCLE,MD,11/15/2012 20:00
Gaithersburg,,VARIOUS,MD,11/15/2012 20:00
Morgantown,BLUE,TRIANGLE,WV,11/15/2012 21:00
Vancouver,,LIGHT,WA,11/15/2012 21:00
Wichita,,OTHER,KS,11/15/2012 23:05
Pond Creek,,TEARDROP,OK,11/16/2012 3:00
Pleasanton,ORANGE,FIREBALL,KS,11/16/2012 4:00
Stillwater,RED ORANGE,TRIANGLE,MN,11/16/2012 4:50
Brainard,,,NE,11/16/2012 5:28
Omaha,ORANGE,OTHER,NE,11/16/2012 5:30
Vandalia,RED,LIGHT,IL,11/16/2012 5:30
Morgantown,,CIRCLE,WV,11/16/2012 7:16
Newton,ORANGE,SPHERE,NC,11/16/2012 10:42
Oconomowoc,,,WI,11/16/2012 12:45
Owego,,CIRCLE,NY,11/16/2012 16:30
Chaska,,LIGHT,MN,11/16/2012 18:00
Stamford,,FIREBALL,CT,11/16/2012 18:00
